  -1.5000000e+01   8.4373106e-01
  -1.4993155e+01   8.4412188e-01
  -1.4986309e+01   8.4411716e-01
  -1.4979464e+01   8.4371690e-01
  -1.4972618e+01   8.4292128e-01
  -1.4965773e+01   8.4173069e-01
  -1.4958927e+01   8.4014567e-01
  -1.4952082e+01   8.3816697e-01
  -1.4945236e+01   8.3579552e-01
  -1.4938391e+01   8.3303243e-01
  -1.4931545e+01   8.2987900e-01
  -1.4924700e+01   8.2633669e-01
  -1.4917854e+01   8.2240718e-01
  -1.4911009e+01   8.1809230e-01
  -1.4904163e+01   8.1339408e-01
  -1.4897318e+01   8.0831471e-01
  -1.4890472e+01   8.0285657e-01
  -1.4883627e+01   7.9702223e-01
  -1.4876782e+01   7.9081442e-01
  -1.4869936e+01   7.8423604e-01
  -1.4863091e+01   7.7729019e-01
  -1.4856245e+01   7.6998010e-01
  -1.4849400e+01   7.6230922e-01
  -1.4842554e+01   7.5428113e-01
  -1.4835709e+01   7.4589959e-01
  -1.4828863e+01   7.3716854e-01
  -1.4822018e+01   7.2809206e-01
  -1.4815172e+01   7.1867441e-01
  -1.4808327e+01   7.0892000e-01
  -1.4801481e+01   6.9883340e-01
  -1.4794636e+01   6.8841934e-01
  -1.4787790e+01   6.7768270e-01
  -1.4780945e+01   6.6662850e-01
  -1.4774099e+01   6.5526193e-01
  -1.4767254e+01   6.4358832e-01
  -1.4760409e+01   6.3161313e-01
  -1.4753563e+01   6.1934197e-01
  -1.4746718e+01   6.0678060e-01
  -1.4739872e+01   5.9393491e-01
  -1.4733027e+01   5.8081090e-01
  -1.4726181e+01   5.6741474e-01
  -1.4719336e+01   5.5375269e-01
  -1.4712490e+01   5.3983117e-01
  -1.4705645e+01   5.2565668e-01
  -1.4698799e+01   5.1123589e-01
  -1.4691954e+01   4.9657553e-01
  -1.4685108e+01   4.8168249e-01
  -1.4678263e+01   4.6656374e-01
  -1.4671417e+01   4.5122636e-01
  -1.4664572e+01   4.3567755e-01
  -1.4657726e+01   4.1992458e-01
  -1.4650881e+01   4.0397485e-01
  -1.4644036e+01   3.8783581e-01
  -1.4637190e+01   3.7151505e-01
  -1.4630345e+01   3.5502020e-01
  -1.4623499e+01   3.3835899e-01
  -1.4616654e+01   3.2153923e-01
  -1.4609808e+01   3.0456880e-01
  -1.4602963e+01   2.8745566e-01
  -1.4596117e+01   2.7020782e-01
  -1.4589272e+01   2.5283336e-01
  -1.4582426e+01   2.3534043e-01
  -1.4575581e+01   2.1773722e-01
  -1.4568735e+01   2.0003199e-01
  -1.4561890e+01   1.8223302e-01
  -1.4555044e+01   1.6434866e-01
  -1.4548199e+01   1.4638729e-01
  -1.4541353e+01   1.2835733e-01
  -1.4534508e+01   1.1026721e-01
  -1.4527663e+01   9.2125433e-02
  -1.4520817e+01   7.3940484e-02
  -1.4513972e+01   5.5720887e-02
