 -4.50000000e-01 4.12889118e-01
 -3.50000000e-01 3.92777578e-01
 -2.50000000e-01 3.71296837e-01
 -1.50000000e-01 3.48902842e-01
 -5.00000000e-02 3.26004734e-01
 5.00000000e-02 3.02952859e-01
 1.50000000e-01 2.80065680e-01
 2.50000000e-01 2.57621208e-01
 3.50000000e-01 2.35829733e-01
 4.50000000e-01 2.14880209e-01
 5.50000000e-01 1.94915477e-01
 6.50000000e-01 1.76031350e-01
 7.50000000e-01 1.58311003e-01
 8.50000000e-01 1.41788252e-01
 9.50000000e-01 1.26484016e-01
 1.05000000e+00 1.12393427e-01
 1.15000000e+00 9.94931801e-02
 1.25000000e+00 8.77504396e-02
 1.35000000e+00 7.71111362e-02
 1.45000000e+00 6.75228327e-02
 1.55000000e+00 5.89239807e-02
 1.65000000e+00 5.12431688e-02
 1.75000000e+00 4.44164384e-02
 1.85000000e+00 3.83746199e-02
 1.95000000e+00 3.30450336e-02
 2.05000000e+00 2.83693358e-02
 2.15000000e+00 2.42775113e-02
 2.25000000e+00 2.07122451e-02
 2.35000000e+00 1.76180966e-02
 2.45000000e+00 1.49414542e-02
 2.55000000e+00 1.26330232e-02
 2.65000000e+00 1.06501142e-02
 2.75000000e+00 8.95496170e-03
 2.85000000e+00 7.50401363e-03
 2.95000000e+00 6.27299253e-03
 3.05000000e+00 5.22855666e-03
 3.15000000e+00 4.34292775e-03
 3.25000000e+00 3.60055880e-03
 3.35000000e+00 2.97419431e-03
 3.45000000e+00 2.44976083e-03
 3.55000000e+00 2.01136380e-03
 3.65000000e+00 1.64551728e-03
 3.75000000e+00 1.34489565e-03
 3.85000000e+00 1.09254833e-03
 3.95000000e+00 8.83208298e-04
 4.05000000e+00 7.12020565e-04
 4.15000000e+00 5.75630258e-04
 4.25000000e+00 4.56970152e-04
 4.35000000e+00 3.59888915e-04
 4.45000000e+00 2.88868960e-04
 4.55000000e+00 2.23639272e-04
 4.65000000e+00 1.71106052e-04
 4.75000000e+00 1.31773685e-04
 4.85000000e+00 9.91509811e-05
 4.95000000e+00 7.11259071e-05
 5.05000000e+00 4.92073631e-05
 5.15000000e+00 3.32881435e-05
 5.25000000e+00 1.91370917e-05
 5.35000000e+00 6.97608163e-06
 5.45000000e+00 -5.41183777e-07
 5.55000000e+00 -7.91776079e-06
 5.65000000e+00 -1.39506317e-05
 5.75000000e+00 -1.72767508e-05
 5.85000000e+00 -2.18598374e-05
 5.95000000e+00 -2.41786416e-05
 6.05000000e+00 -2.58755070e-05
 6.15000000e+00 -2.82178971e-05
 6.25000000e+00 -2.89548835e-05
 6.35000000e+00 -2.98435490e-05
 6.45000000e+00 -3.29452376e-05
 6.55000000e+00 -2.98140092e-05
 6.65000000e+00 -3.16893936e-05
 6.75000000e+00 -3.46935918e-05
 6.85000000e+00 -3.08493569e-05
 6.95000000e+00 -3.40981491e-05
 7.05000000e+00 -3.34443498e-05
 7.15000000e+00 -3.15577031e-05
 7.25000000e+00 -3.45880004e-05
 7.35000000e+00 -3.41177388e-05
 7.45000000e+00 -3.26057062e-05
 7.55000000e+00 -3.37930109e-05
 7.65000000e+00 -3.30838368e-05
 7.75000000e+00 -3.37914611e-05
 7.85000000e+00 -3.47559352e-05
 7.95000000e+00 -3.24276942e-05
 8.05000000e+00 -3.34370555e-05
 8.15000000e+00 -3.40482478e-05
 8.25000000e+00 -3.40633398e-05
 8.35000000e+00 -3.33137948e-05
 8.45000000e+00 -3.26910919e-05
 8.55000000e+00 -3.44651704e-05
 8.65000000e+00 -3.42105330e-05
 8.75000000e+00 -3.28563845e-05
 8.85000000e+00 -3.30605500e-05
 8.95000000e+00 -3.38798090e-05
 9.05000000e+00 -3.43391622e-05
 9.15000000e+00 -3.36031698e-05
 9.25000000e+00 -3.24536038e-05
 9.35000000e+00 -3.40257497e-05
 9.45000000e+00 -3.40905294e-05
 9.55000000e+00 -3.27547193e-05
 9.65000000e+00 -3.43891994e-05
 9.75000000e+00 -3.36591060e-05
 9.85000000e+00 -3.20897114e-05
 9.95000000e+00 -3.45525533e-05
