 -4.50000000e-01 -4.57427798e-01
 -3.50000000e-01 -4.35368074e-01
 -2.50000000e-01 -4.11779555e-01
 -1.50000000e-01 -3.87156299e-01
 -5.00000000e-02 -3.61942269e-01
 5.00000000e-02 -3.36537817e-01
 1.50000000e-01 -3.11298476e-01
 2.50000000e-01 -2.86514172e-01
 3.50000000e-01 -2.62435664e-01
 4.50000000e-01 -2.39270958e-01
 5.50000000e-01 -2.17173223e-01
 6.50000000e-01 -1.96262123e-01
 7.50000000e-01 -1.76617022e-01
 8.50000000e-01 -1.58289681e-01
 9.50000000e-01 -1.41303333e-01
 1.05000000e+00 -1.25649583e-01
 1.15000000e+00 -1.11307267e-01
 1.25000000e+00 -9.82432912e-02
 1.35000000e+00 -8.64006767e-02
 1.45000000e+00 -7.57147786e-02
 1.55000000e+00 -6.61271120e-02
 1.65000000e+00 -5.75578278e-02
 1.75000000e+00 -4.99351545e-02
 1.85000000e+00 -4.31814875e-02
 1.95000000e+00 -3.72216407e-02
 2.05000000e+00 -3.19882973e-02
 2.15000000e+00 -2.74054700e-02
 2.25000000e+00 -2.34102246e-02
 2.35000000e+00 -1.99359323e-02
 2.45000000e+00 -1.69319716e-02
 2.55000000e+00 -1.43398040e-02
 2.65000000e+00 -1.21088323e-02
 2.75000000e+00 -1.02002710e-02
 2.85000000e+00 -8.56700369e-03
 2.95000000e+00 -7.17864379e-03
 3.05000000e+00 -5.99984007e-03
 3.15000000e+00 -5.00264558e-03
 3.25000000e+00 -4.16064073e-03
 3.35000000e+00 -3.45186180e-03
 3.45000000e+00 -2.86003455e-03
 3.55000000e+00 -2.36395466e-03
 3.65000000e+00 -1.94732233e-03
 3.75000000e+00 -1.60554853e-03
 3.85000000e+00 -1.32030974e-03
 3.95000000e+00 -1.08200285e-03
 4.05000000e+00 -8.89562862e-04
 4.15000000e+00 -7.27103244e-04
 4.25000000e+00 -5.98476763e-04
 4.35000000e+00 -4.88149251e-04
 4.45000000e+00 -4.00741946e-04
 4.55000000e+00 -3.31400475e-04
 4.65000000e+00 -2.69679582e-04
 4.75000000e+00 -2.25434774e-04
 4.85000000e+00 -1.86271626e-04
 4.95000000e+00 -1.55175838e-04
 5.05000000e+00 -1.30296882e-04
 5.15000000e+00 -1.11447777e-04
 5.25000000e+00 -9.55229457e-05
 5.35000000e+00 -8.06061392e-05
 5.45000000e+00 -7.25748129e-05
 5.55000000e+00 -6.54515279e-05
 5.65000000e+00 -5.55208256e-05
 5.75000000e+00 -5.22740153e-05
 5.85000000e+00 -5.07710840e-05
 5.95000000e+00 -4.34217226e-05
 6.05000000e+00 -4.18731680e-05
 6.15000000e+00 -4.27314899e-05
 6.25000000e+00 -3.86050137e-05
 6.35000000e+00 -3.69226683e-05
 6.45000000e+00 -3.80379214e-05
 6.55000000e+00 -3.61751873e-05
 6.65000000e+00 -3.53070764e-05
 6.75000000e+00 -3.53657477e-05
 6.85000000e+00 -3.57974740e-05
 6.95000000e+00 -3.31248571e-05
 7.05000000e+00 -3.46432055e-05
 7.15000000e+00 -3.61843205e-05
 7.25000000e+00 -3.15940529e-05
 7.35000000e+00 -3.50414721e-05
 7.45000000e+00 -3.47283113e-05
 7.55000000e+00 -3.24360368e-05
 7.65000000e+00 -3.47656507e-05
 7.75000000e+00 -3.33916479e-05
 7.85000000e+00 -3.36658087e-05
 7.95000000e+00 -3.47776175e-05
 8.05000000e+00 -3.21270263e-05
 8.15000000e+00 -3.36483525e-05
 8.25000000e+00 -3.58898965e-05
 8.35000000e+00 -3.18293070e-05
 8.45000000e+00 -3.30559465e-05
 8.55000000e+00 -3.52456711e-05
 8.65000000e+00 -3.27791936e-05
 8.75000000e+00 -3.39384483e-05
 8.85000000e+00 -3.34772928e-05
 8.95000000e+00 -3.27861253e-05
 9.05000000e+00 -3.51245841e-05
 9.15000000e+00 -3.28409828e-05
 9.25000000e+00 -3.30873150e-05
 9.35000000e+00 -3.44956862e-05
 9.45000000e+00 -3.29143960e-05
 9.55000000e+00 -3.35419812e-05
 9.65000000e+00 -3.42930888e-05
 9.75000000e+00 -3.36384557e-05
 9.85000000e+00 -3.18962640e-05
 9.95000000e+00 -3.47339775e-05
